compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L1,__TILE__L0,__TILE__L1
04min 01sec,927249 (4.14ms),50461 (4%),74212 (3%),406 (9%),169 (2%),64 (6%),16,8,1,8,off,off,1,1
05min 06sec,887692 (3.81ms),63831 (5%),103551 (4%),406 (9%),158 (2%),64 (6%),20,8,1,8,off,off,1,1
04min 37sec,846945 (3.635ms),85500 (7%),114036 (4%),1028 (23%),381 (5%),0 (~0%),10,1,16,1,off,off,1,1
05min 04sec,846795 (3.634ms),127491 (10%),175465 (7%),1430 (33%),605 (8%),0 (~0%),16,1,16,1,off,off,1,1
05min 35sec,1093052 (4.671ms),33159 (2%),58070 (2%),918 (21%),58 (~0%),0 (~0%),1,4,16,1,off,off,1,1
04min 05sec,170111 (0.73ms),45543 (3%),58521 (2%),406 (9%),157 (2%),64 (6%),1,8,8,8,off,off,1,1
04min 27sec,859113 (3.687ms),50880 (4%),65133 (2%),384 (8%),196 (2%),80 (8%),1,8,1,10,off,off,1,1
16min 33sec,107528 (0.46ms),701100 (59%),693101 (29%),662 (15%),4401 (64%),0 (~0%),1,1,16,1,off,flatten,1,1
04min 46sec,1042911 (4.656ms),51588 (4%),87419 (3%),406 (9%),158 (2%),64 (6%),4,8,1,8,off,off,1,1
05min 37sec,1039152 (4.46ms),68394 (5%),198460 (8%),406 (9%),158 (2%),64 (6%),5,8,1,8,off,off,1,1
04min 21sec,846795 (3.634ms),72964 (6%),96580 (4%),406 (9%),308 (4%),128 (13%),8,1,16,1,off,off,1,1
03min 59sec,977162 (4.176ms),32467 (2%),44958 (1%),918 (21%),69 (1%),0 (~0%),1,16,16,1,off,off,1,1
04min 03sec,1062273 (4.54ms),20348 (1%),18877 (~0%),490 (11%),29 (~0%),0 (~0%),1,1,10,1,off,off,1,1
03min 58sec,944273 (4.035ms),25898 (2%),25948 (1%),890 (20%),57 (~0%),0 (~0%),1,1,20,1,off,off,1,1
03min 58sec,156274 (0.674ms),40262 (3%),36627 (1%),1462 (33%),72 (1%),0 (~0%),1,1,16,25,off,off,1,1
04min 30sec,164274 (0.708ms),35669 (3%),32343 (1%),1288 (29%),58 (~0%),0 (~0%),1,1,16,20,off,off,1,1
07min 46sec,115444 (0.495ms),602270 (50%),251359 (10%),200 (4%),431 (6%),64 (6%),25,8,1,8,off,off,1,1
04min 16sec,122111 (0.524ms),48088 (4%),62104 (2%),662 (15%),157 (2%),64 (6%),1,8,16,8,off,off,1,1
04min 32sec,859113 (3.687ms),50880 (4%),65133 (2%),384 (8%),196 (2%),80 (8%),1,8,1,10,off,off,1,1
03min 37sec,1151484 (4.942ms),35036 (2%),43520 (1%),184 (4%),98 (1%),40 (4%),1,5,1,8,off,off,1,1
04min 53sec,1222511 (5.458ms),52442 (4%),76701 (3%),406 (9%),158 (2%),64 (6%),2,8,1,8,off,off,1,1
04min 58sec,270510 (1.161ms),45447 (3%),57611 (2%),426 (9%),156 (2%),64 (6%),1,8,10,8,off,off,1,1
04min 02sec,222274 (0.95ms),29941 (2%),29109 (1%),662 (15%),58 (~0%),64 (6%),1,1,16,8,off,off,1,1
06min 29sec,55309 (0.237ms),376962 (31%),501611 (21%),950 (21%),4402 (64%),64 (6%),1,8,1,8,flatten,off,1,1
